source,target,length
231,3440,2.861373
3440,231,2.861373
231,1734,1.708768
1734,3440,1.816778
2929,871,4.418720
2929,4043,1.598633
4043,871,3.906548
871,2929,4.418720
4789,3440,3.521185
3440,2929,3.141410
3539,3440,1.514552
3440,1734,1.816778
1734,3539,1.367912
1975,3539,1.750257
3539,1734,1.367912
1734,1975,2.903741
1975,1734,2.903741
1734,4106,3.265990
732,3539,2.123399
3539,1975,1.750257
1975,732,1.585273
732,3440,2.774889
3440,3539,1.514552
3539,732,2.123399
732,2929,3.735701
2929,3440,3.141410
3440,732,2.774889
732,4043,4.459267
4043,2929,1.598633
2929,732,3.735701
732,219,4.441817
219,4043,1.948172
4043,732,4.459267
2471,219,1.759629
132,2374,5.632749
1596,2374,3.477265
2374,711,1.383884
732,1975,1.585273
1596,669,3.620901
2374,1596,3.477265
219,732,4.441817
900,1596,2.480652
1975,900,3.303370
900,669,3.232701
669,1596,3.620901
1596,900,2.480652
900,2656,3.121970
2656,669,0.928637
669,900,3.232701
3529,900,3.849570
900,1975,3.303370
1975,3529,5.320816
3529,1975,5.320816
2656,900,3.121970
900,3529,3.849570
4106,3898,6.335417
3898,3529,3.423480
4377,3529,2.413754
3529,3898,3.423480
3898,4377,3.496712
4377,2656,2.670967
3529,4377,2.413754
1038,4377,2.984664
4377,3898,3.496712
3898,1038,2.822516
1038,3898,2.822516
3898,1729,6.620422
1729,1038,5.346232
918,4377,2.266349
4377,1038,2.984664
1038,918,1.157653
3868,4377,2.368666
4377,918,2.266349
918,3868,1.555154
3868,2656,3.283393
2656,4377,2.670967
4377,3868,2.368666
669,4045,4.324108
4045,2656,4.464416
2656,3868,3.283393
3868,4045,3.358172
4045,669,4.324108
669,2656,0.928637
2656,4045,4.464416
4463,1038,1.921081
1038,1729,5.346232
4637,4463,0.341091
4463,3868,2.715898
3868,4637,2.500255
4637,3868,2.500255
3868,918,1.555154
918,4637,1.665277
4637,1038,1.606835
1038,4463,1.921081
4463,4637,0.341091
4637,918,1.665277
918,1038,1.157653
1038,4637,1.606835
4777,4463,2.933828
1729,4095,4.128774
2266,4777,2.251796
2130,2266,6.256014
2088,2266,0.813782
2266,2130,6.256014
2130,2088,6.221553
2088,2130,6.221553
2689,2266,2.062276
2266,2088,0.813782
2088,2689,2.083551
2689,4777,1.664010
4777,2266,2.251796
2266,2689,2.062276
2689,4463,3.777767
4463,4777,2.933828
4777,2689,1.664010
2689,3868,5.021812
3868,4463,2.715898
4463,2689,3.777767
2689,4045,4.481085
4045,3868,3.358172
3868,2689,5.021812
92,4455,5.695171
2970,3983,2.229181
3983,3985,3.776604
2689,2088,2.083551
3985,132,5.892152
4045,2689,4.481085
2300,132,2.312371
132,3985,5.892152
3985,2300,4.972246
2300,4861,2.188460
4861,132,2.975046
132,2300,2.312371
728,2300,0.603186
2300,3985,4.972246
728,4861,2.445790
4861,2300,2.188460
2300,728,0.603186
2043,728,0.975061
3985,3983,3.776604
3983,2970,2.229181
2043,4861,2.775613
4861,728,2.445790
728,2043,0.975061
4967,4207,3.871800
4207,1748,6.034849
4652,4207,1.111492
4207,4967,3.871800
4967,4652,4.123829
3022,2478,1.087190
2478,4652,2.500890
4652,3022,2.602317
3022,4652,2.602317
4652,4967,4.123829
3723,3022,5.757408
2478,3022,1.087190
3022,2259,3.558266
2259,3022,3.558266
3022,3723,5.757408
3723,2259,4.733731
2579,2478,3.743700
3594,2579,3.676950
2579,4652,5.199032
4652,2478,2.500890
2478,2579,3.743700
4207,4652,1.111492
4652,2579,5.199032
1748,4207,6.034849
3482,1748,2.147251
2579,3482,3.462096
3176,1748,2.516349
1748,3482,2.147251
3482,3176,1.078165
2579,3594,3.676950
3594,3791,1.428274
1436,1610,5.819873
1610,3176,6.948762
3176,1436,2.137105
1436,2579,5.248375
1436,3482,2.552479
3482,2579,3.462096
2579,1436,5.248375
1436,3176,2.137105
3176,3482,1.078165
3482,1436,2.552479
1748,3176,2.516349
4861,2043,2.775613
3176,1610,6.948762
711,2374,1.383884
132,4861,2.975046
2374,132,5.632749
1402,380,4.289149
380,397,1.329535
1037,4990,2.073513
4990,3599,3.076075
3599,1037,4.578327
397,1037,3.458813
1037,3599,4.578327
4990,3334,1.948125
3334,1037,2.586679
1037,397,3.458813
397,3334,4.043108
3334,4990,1.948125
4990,1037,2.073513
1037,3334,2.586679
3268,3217,3.647490
3334,3268,3.181976
3268,3334,3.181976
3334,397,4.043108
397,380,1.329535
380,1402,4.289149
1610,3268,4.446915
59,3217,1.083580
3217,3268,3.647490
3268,59,3.318875
3217,59,1.083580
829,59,4.731557
59,3268,3.318875
3268,829,3.805830
829,3268,3.805830
3268,1610,4.446915
1610,829,2.071731
4123,829,1.986079
829,1610,2.071731
1610,4123,2.373295
4123,1436,5.866855
1624,4123,2.371352
4123,1610,2.373295
1610,1436,5.819873
1436,4123,5.866855
4397,4123,1.957111
4123,1624,2.371352
1624,4397,3.697741
4397,829,0.664273
829,4123,1.986079
4123,4397,1.957111
4397,59,4.579940
59,829,4.731557
829,4397,0.664273
59,4397,4.579940
661,2575,5.383833
2575,401,3.740750
401,661,3.089367
4730,2575,3.518980
2575,661,5.383833
4397,1624,3.697741
661,401,3.089367
3063,4978,3.219878
3791,1575,2.767392
4978,3063,3.219878
2335,3438,4.970360
3469,3438,3.499789
3438,4402,0.992526
4402,3469,2.925723
3469,4978,4.910767
3438,3469,3.499789
3469,3559,5.363120
3469,4402,2.925723
4402,3555,5.809007
3555,3559,3.502575
3559,3469,5.363120
4978,3469,4.910767
4460,3555,6.208360
3555,4402,5.809007
4402,4460,2.142982
4460,3438,2.465517
3438,2335,4.970360
2335,4460,4.644940
4460,4402,2.142982
4402,3438,0.992526
3438,4460,2.465517
3555,4460,6.208360
1707,3707,1.850912
1707,4204,3.263181
4204,3707,1.792719
3707,1707,1.850912
2222,1707,4.742982
4460,2335,4.644940
4204,1707,3.263181
1707,2222,4.742982
2335,1964,2.593189
1994,2794,3.372136
2794,4764,4.076261
4764,2794,4.076261
2794,1994,3.372136
2569,4764,2.921625
4759,2473,4.212515
2473,1994,4.787864
2222,4759,3.017019
4759,2222,3.017019
2479,4759,3.975286
2479,2973,4.523253
2973,2473,5.570977
2473,2479,2.639139
2479,2473,2.639139
2473,4759,4.212515
4759,2479,3.975286
1994,2473,4.787864
2545,2569,3.555250
2061,2569,2.707285
2569,2545,3.555250
2545,2061,1.226491
2617,2061,1.585287
2061,2545,1.226491
2545,2617,2.434931
2617,2545,2.434931
2545,482,6.839831
67,482,4.281106
482,1866,1.599423
1866,67,3.339614
2473,4695,6.685686
4695,2473,6.685686
2473,2973,5.570977
2973,4695,1.905148
4695,2973,1.905148
2973,4501,5.302777
4501,4695,4.167165
1866,482,1.599423
482,2545,6.839831
4501,2973,5.302777
3807,3816,3.731457
3816,833,3.070789
833,3807,0.952769
4034,833,4.476108
833,3816,3.070789
3816,4439,1.873231
4034,4365,5.064163
4365,3807,2.202510
3807,4034,4.784496
4034,3807,4.784496
3807,833,0.952769
833,4034,4.476108
1964,2335,2.593189
2973,2479,4.523253
3452,2033,5.367092
2033,4365,3.454901
4365,4034,5.064163
4365,2033,3.454901
2033,1589,2.737089
1575,331,1.516456
331,1575,1.516456
1575,3791,2.767392
3791,331,1.659167
331,3397,3.871158
3397,1589,2.382252
1589,2033,2.737089
2033,3452,5.367092
3397,331,3.871158
331,3791,1.659167
3791,3397,3.926589
3397,3791,3.926589
3791,3594,1.428274
2619,1589,1.373043
1589,3397,2.382252
3397,2619,1.152522
2619,3397,1.152522
1589,3007,2.752599
3007,1589,2.752599
1589,2619,1.373043
2619,3007,3.137449
3007,2619,3.137449
2259,3007,3.625566
3723,31,1.405140
3807,4365,2.202510
3007,2259,3.625566
2951,3667,3.734278
2259,3723,4.733731
3667,2951,3.734278
2951,3543,2.868805
3543,3667,4.651974
4003,3816,5.857679
3816,3807,3.731457
3667,3543,4.651974
4734,3543,2.841064
3543,2409,2.084494
2409,4734,0.944037
3975,4003,0.673242
3543,4734,2.841064
1280,2409,0.681384
2409,3543,2.084494
3543,1280,1.948886
1280,4734,1.587204
4734,2409,0.944037
2409,1280,0.681384
395,1280,2.175469
1280,3543,1.948886
3543,395,3.023953
395,3543,3.023953
3543,2951,2.868805
2951,395,3.257035
1466,186,3.420444
186,2256,1.139644
2256,1466,3.193783
395,2951,3.257035
4128,186,2.346991
186,1466,3.420444
1424,2952,2.383869
1466,2256,3.193783
2767,126,2.855572
2256,1424,3.802141
575,1867,2.955967
1867,474,0.696492
474,575,2.407189
575,4960,5.069786
358,1867,5.305641
1867,575,2.955967
1867,358,5.305641
358,2353,0.546723
2353,4316,2.682085
1280,395,2.175469
4734,1280,1.587204
4316,2353,2.682085
2353,358,0.546723
358,4316,2.513133
4316,358,2.513133
4960,4316,2.640862
4316,4960,2.640862
4960,2909,4.198841
2909,493,0.741097
435,2909,3.361952
2909,4960,4.198841
4960,435,2.940674
4341,4883,2.197452
1697,4341,3.931552
435,1697,5.305509
1697,435,5.305509
435,4960,2.940674
4960,575,5.069786
1697,4847,4.190816
4165,4341,3.985221
4341,1697,3.931552
2323,3828,4.812110
3828,4165,1.764328
4149,2323,2.298199
2323,2123,1.520883
2123,4149,2.519367
4149,3828,4.190690
3828,2323,4.812110
2323,4149,2.298199
3828,4149,4.190690
4149,147,4.799356
4883,4341,2.197452
4648,4165,5.174045
4165,3828,1.764328
3828,4648,4.369425
4341,4165,3.985221
4165,4648,5.174045
322,4648,3.596725
4648,3828,4.369425
3828,322,5.129291
322,3828,5.129291
147,322,3.044965
919,1962,1.525565
1962,245,1.047850
245,919,1.572714
919,3060,3.930134
3060,1962,4.454590
1962,919,1.525565
3060,919,3.930134
919,5,2.262762
5,919,2.262762
919,245,1.572714
245,5,3.084452
2991,5,3.852082
5,1583,3.322933
1583,2991,2.931136
5,2991,3.852082
322,3060,4.068824
2991,4648,4.818902
4648,322,3.596725
2993,4648,4.437898
4648,2991,4.818902
2991,2993,3.115254
2993,4883,3.903258
4648,2993,4.437898
2909,435,3.361952
435,983,5.340891
983,4883,5.063868
4883,2993,3.903258
2993,983,3.131123
983,435,5.340891
4883,983,5.063868
493,3615,3.231691
3615,2909,3.674369
983,3615,3.336044
3615,493,3.231691
493,2909,0.741097
2909,3615,3.674369
3615,983,3.336044
983,426,2.793620
426,983,2.793620
983,2993,3.131123
2993,426,3.943110
2602,2991,3.634881
2991,1583,2.931136
1583,2602,2.291400
2602,426,1.712380
426,2993,3.943110
2993,2602,3.944604
2602,2993,3.944604
2993,2991,3.115254
2991,2602,3.634881
2851,1583,2.643222
1583,5,3.322933
2851,2602,2.676077
2602,1583,2.291400
1583,2851,2.643222
1682,2602,3.820624
2602,2851,2.676077
2851,1682,1.682858
1682,426,4.310687
426,2602,1.712380
2602,1682,3.820624
3306,426,3.911250
426,1682,4.310687
1682,3306,2.029386
426,3306,3.911250
3306,3530,3.477070
4003,3975,0.673242
4439,3530,4.718776
3530,3839,4.011305
3839,4501,1.525459
3530,3816,5.190214
3816,4003,5.857679
3530,4439,4.718776
4439,3816,1.873231
3816,3530,5.190214
3530,3306,3.477070
3306,1682,2.029386
1682,3839,4.866375
3839,3530,4.011305
1295,2851,4.889202
1295,1682,4.278270
1682,2851,1.682858
2851,1295,4.889202
1295,3839,2.813822
3839,1682,4.866375
1682,1295,4.278270
4695,4501,4.167165
4501,1295,3.854817
5,245,3.084452
67,1866,3.339614
1295,4501,3.854817
4501,3839,1.525459
3839,1295,2.813822
245,4145,5.165842
4145,67,3.135704
2059,67,2.383070
67,4145,3.135704
4145,2059,1.265250
4530,1962,4.069699
1962,2369,3.883737
2369,4530,0.672492
245,1962,1.047850
1962,4530,4.069699
4530,4145,3.398428
4145,245,5.165842
4530,2059,4.282775
2059,4145,1.265250
4145,4530,3.398428
4553,4530,1.785897
4530,2369,0.672492
2369,4553,1.378026
4530,4553,1.785897
4553,248,2.878761
2059,4530,4.282775
1180,248,3.458967
248,4553,2.878761
1180,3819,3.345340
248,1180,3.458967
1180,354,2.688853
354,3819,2.993781
3819,1180,3.345340
3585,1180,1.743852
3585,354,2.613143
354,1180,2.688853
1180,3585,1.743852
3819,354,2.993781
354,3990,2.846232
3990,4899,4.276871
3361,3990,2.240463
3990,354,2.846232
354,3361,3.310118
3327,3361,3.148452
3361,354,3.310118
354,3327,3.555998
3327,354,3.555998
354,3585,2.613143
3585,3327,2.692698
2360,3327,0.806665
3327,3585,2.692698
3585,2360,2.379749
3780,3327,0.849439
3327,2360,0.806665
2360,3780,0.845329
3780,3361,3.787430
3361,3327,3.148452
3327,3780,0.849439
3780,2360,0.845329
2360,3585,2.379749
4422,4553,4.533857
4553,2369,1.378026
2369,4422,4.115880
4422,2001,3.625523
4553,4422,4.533857
4422,2369,4.115880
2369,1962,3.883737
1962,4422,2.944463
4422,1962,2.944463
1962,3060,4.454590
3060,4422,3.759750
924,4422,4.551307
4422,3060,3.759750
3060,924,2.144926
924,2001,3.649691
2001,4422,3.625523
4422,924,4.551307
924,3060,2.144926
3060,322,4.068824
322,147,3.044965
147,924,4.323510
2836,2001,4.698335
2001,924,3.649691
924,2836,4.294443
2001,2836,4.698335
1404,2836,1.962935
2836,924,4.294443
924,1404,3.124321
1404,924,3.124321
924,147,4.323510
147,1404,2.639934
4729,2836,1.370306
2836,1404,1.962935
1404,4729,0.694203
4729,1404,0.694203
1404,147,2.639934
147,4729,3.085467
1054,4149,3.677202
4149,2123,2.519367
1054,2836,5.147406
2836,4729,1.370306
4729,1054,4.563843
1054,4729,4.563843
4729,147,3.085467
147,1054,4.331895
1054,147,4.331895
147,4149,4.799356
4149,1054,3.677202
4956,1054,4.419427
1054,244,4.369647
244,4956,0.492610
1054,4956,4.419427
2836,1054,5.147406
1756,1283,3.192841
4956,1756,3.611967
1283,1756,3.192841
3361,3780,3.787430
4437,3242,1.297648
4437,857,2.698746
857,3242,3.642159
3242,4437,1.297648
857,4437,2.698746
3242,857,3.642159
8,2147,4.653650
857,8,3.419390
2147,8,4.653650
1256,1141,3.047044
3010,2147,2.675694
3990,3361,2.240463
2147,3414,4.272480
3414,2147,4.272480
2147,3010,2.675694
3010,3414,3.503453
3414,4380,4.412304
4380,3414,4.412304
3414,3010,3.503453
3010,4380,5.731723
351,3990,3.826676
351,4899,1.967638
4899,3990,4.276871
3990,351,3.826676
2100,4899,2.758349
4899,351,1.967638
351,2100,2.616396
2100,351,2.616396
3448,4334,0.773688
4550,4334,0.840984
4334,3448,0.773688
3448,4550,1.414168
4550,3448,1.414168
820,2100,4.541381
4060,4334,2.309183
4334,4550,0.840984
4550,4060,1.509153
4060,4550,1.509153
2488,2100,4.567825
2100,820,4.541381
820,2488,0.403110
2488,4899,5.339458
4899,2100,2.758349
2100,2488,4.567825
4899,2488,5.339458
2488,820,0.403110
248,260,5.037758
260,248,5.037758
2578,2045,1.540112
2045,260,2.604091
260,2578,1.207090
2578,29,3.401236
29,2045,2.379187
2045,2578,1.540112
29,2578,3.401236
2578,3819,6.285677
2578,260,1.207090
3819,2578,6.285677
67,2059,2.383070
260,2045,2.604091
482,67,4.281106
3987,2617,3.485133
2617,3987,3.485133
3987,3464,4.610836
3464,3987,4.610836
2045,480,5.207232
480,2045,5.207232
2045,29,2.379187
4240,3464,2.021100
340,2061,3.185851
2061,2617,1.585287
2617,340,3.295140
340,2569,1.871502
2569,2061,2.707285
2061,340,3.185851
4764,340,3.608913
340,4764,3.608913
4764,2569,2.921625
2569,340,1.871502
3464,4240,2.021100
340,2617,3.295140
488,4963,1.245677
1672,4024,4.715617
4963,4116,3.499093
4116,1672,1.801174
1672,4116,1.801174
3127,228,3.369147
4024,1672,4.715617
4817,3198,5.156163
3198,1743,3.951276
1743,4817,2.537250
3198,4817,5.156163
3570,1743,3.153820
1743,980,3.043489
980,3570,1.426332
3570,4817,2.382174
4817,1743,2.537250
1743,3570,3.153820
3570,2854,1.731438
2854,4817,3.602197
4817,3570,2.382174
3570,980,1.426332
980,2854,2.650834
2854,3570,1.731438
4817,2854,3.602197
2854,3320,3.453623
3320,2937,3.136439
4116,4963,3.499093
4334,4060,2.309183
4963,488,1.245677
2599,62,1.907159
180,1122,3.289710
4931,1122,2.483663
1122,180,3.289710
180,4931,2.706359
1685,3589,3.640355
1837,4196,2.650886
1837,1685,3.433052
1685,516,2.586094
516,1837,1.114013
3589,1685,3.640355
1685,1837,3.433052
1272,1837,4.076537
1837,516,1.114013
516,1685,2.586094
2154,1837,1.417622
1837,1272,4.076537
1272,2154,3.970170
2154,4196,1.886114
4196,1837,2.650886
1837,2154,1.417622
2154,1272,3.970170
1297,3025,2.545976
3025,2634,2.386306
2634,1297,3.882032
994,1272,4.322126
1272,994,4.322126
1122,4931,2.483663
4931,4378,3.476920
3588,994,3.519966
994,4378,2.079977
4378,3588,2.647140
994,3588,3.519966
3588,4378,2.647140
4378,4931,3.476920
4931,3588,3.576304
3588,4931,3.576304
4931,180,2.706359
1297,2634,3.882032
180,2450,5.319827
3297,62,6.113520
62,2599,1.907159
2599,3297,5.816347
62,3297,6.113520
3297,2210,2.252425
2450,180,5.319827
2210,4318,3.894373
4318,1750,4.577278
1178,2667,3.793652
2667,718,3.299746
3136,2667,2.073972
2667,1178,3.793652
1178,3136,3.225825
3497,3136,1.279139
3136,1178,3.225825
1178,3497,2.677050
3497,1178,2.677050
1178,4918,0.739392
4918,3497,3.107297
3497,4918,3.107297
4918,3062,3.259971
3927,3809,1.267319
3809,4394,2.021089
4394,3927,2.540040
3062,4918,3.259971
4918,3974,6.341099
4394,3809,2.021089
3974,4918,6.341099
4918,1178,0.739392
436,718,1.994140
718,436,1.994140
436,3804,0.980947
4318,2210,3.894373
2210,3297,2.252425
3297,2599,5.816347
3804,436,0.980947
1001,3095,3.518555
4394,1001,6.031849
1001,2858,2.566904
2858,3095,1.890435
3095,1001,3.518555
1001,4394,6.031849
4250,2258,1.731732
2258,429,4.226467
429,4250,3.539441
2744,4250,3.374980
4250,429,3.539441
429,2744,2.985385
193,2744,4.537538
2744,3095,2.532192
3095,193,4.530039
193,3095,4.530039
3095,2858,1.890435
2858,193,3.744660
4250,2744,3.374980
2744,193,4.537538
193,2858,3.744660
2858,1001,2.566904
2030,4250,6.280354
2030,2937,4.498865
2937,3320,3.136439
3320,2030,3.995095
2937,2030,4.498865
2030,2258,6.350926
2258,4250,1.731732
4250,2030,6.280354
2030,3320,3.995095
3320,3913,3.796704
3913,3320,3.796704
3320,2854,3.453623
2854,3913,1.775079
3913,4933,2.420117
1385,4933,4.236678
4933,860,4.588026
4933,1385,4.236678
1385,2258,2.634993
2258,2030,6.350926
2258,1385,2.634993
1385,4011,4.957933
2565,4011,2.765732
4011,1385,4.957933
860,2565,2.071537
2982,2565,1.301589
2565,860,2.071537
860,2982,2.514448
2468,2565,3.149169
2565,2982,1.301589
2982,2468,2.304910
2468,4011,3.506058
4011,2565,2.765732
2565,2468,3.149169
4309,4011,4.597318
4011,2468,3.506058
2468,4309,3.853978
4309,3222,3.764056
3222,1308,2.968699
1308,1130,2.040181
4011,4309,4.597318
1130,2258,5.802645
1130,429,4.032939
429,2258,4.226467
2258,1130,5.802645
1130,1308,2.040181
42,429,4.198548
429,1130,4.032939
42,3095,5.358365
3095,2744,2.532192
2744,42,4.904611
3095,42,5.358365
42,3927,2.703804
3927,4394,2.540040
42,2744,4.904611
2744,429,2.985385
429,42,4.198548
4088,3927,2.557912
3927,42,2.703804
42,4088,2.646902
4088,42,2.646902
4740,4088,2.144114
2646,4740,1.783053
1308,3222,2.968699
326,4740,2.157647
4740,2646,1.783053
2646,326,2.403790
326,4088,3.707297
4088,4740,2.144114
4740,326,2.157647
326,3927,5.000093
3927,4088,2.557912
4088,326,3.707297
3809,3927,1.267319
3927,326,5.000093
1312,326,1.759154
326,2646,2.403790
2646,1312,2.136870
4857,1312,3.050641
1312,2646,2.136870
2646,4857,3.044960
4857,2646,3.044960
3222,3180,6.584788
3180,3222,6.584788
3222,4309,3.764056
4309,568,6.233025
4225,568,0.987393
568,4309,6.233025
1012,4113,3.387017
4309,2468,3.853978
1529,1012,3.729542
3507,1012,2.155882
1012,1529,3.729542
1529,3507,2.075944
2878,3507,1.225896
3507,1529,2.075944
1529,2878,3.055372
2118,3507,1.851882
3507,2878,1.225896
2878,2118,0.869414
2118,1012,2.573610
1012,3507,2.155882
3507,2118,1.851882
2118,4113,1.696955
4113,1012,3.387017
1012,2118,2.573610
2118,2878,0.869414
4113,2118,1.696955
1776,2224,0.822244
2224,4235,0.557647
4235,1776,1.204388
1776,4235,1.204388
720,1776,3.286882
2878,1529,3.055372
3690,889,2.034080
889,862,1.147655
862,3690,2.863106
3690,2224,1.263059
2224,1776,0.822244
1776,3690,1.355339
3690,720,3.192393
720,889,2.303555
889,3690,2.034080
3690,1776,1.355339
1776,720,3.286882
720,3690,3.192393
2395,2224,3.894033
2224,3690,1.263059
3690,2395,4.347094
2395,4235,3.639774
4235,2224,0.557647
2224,2395,3.894033
4363,2395,2.640084
2395,2930,2.096979
2930,4363,1.067104
1145,4363,2.002763
4363,2930,1.067104
2930,1145,1.593512
1118,1145,1.228488
1145,2930,1.593512
2930,1118,2.439160
1118,2930,2.439160
2930,2395,2.096979
2395,1118,4.106477
2312,4723,3.599287
3769,2507,3.464796
2507,468,5.123686
468,3769,3.770487
3769,468,3.770487
4723,2312,3.599287
2312,3769,3.646005
4236,4916,3.324326
4916,2507,1.923003
2507,4236,4.394508
4236,2507,4.394508
2507,3769,3.464796
3769,4236,5.447884
4236,2585,2.187197
2585,4916,1.995332
4916,4236,3.324326
4236,3769,5.447884
3769,2312,3.646005
3689,2585,3.009720
2585,4236,2.187197
4236,3689,3.034879
2312,2581,5.184270
1118,2395,4.106477
2581,2312,5.184270
2395,3690,4.347094
3690,862,2.863106
862,1755,2.462443
1609,1755,3.020381
1755,862,2.462443
862,1609,2.529496
1755,1609,3.020381
2581,491,4.547448
3689,4236,3.034879
2686,491,4.880287
1609,1446,3.640212
491,2581,4.547448
3648,3689,1.883765
2826,3648,3.232370
491,2686,4.880287
2022,2826,1.870071
4601,2022,2.383452
2482,4601,3.493268
4601,2482,3.493268
2482,3897,1.296088
3897,2482,1.296088
2424,3897,3.507493
2686,2424,5.464239
4017,2686,1.125961
3683,2686,2.638209
2686,4017,1.125961
4017,3683,1.922476
3683,3008,2.569343
3008,2424,1.765938
2424,3683,3.957575
3683,2424,3.957575
2424,2686,5.464239
2686,3683,2.638209
51,3683,1.118347
3683,4017,1.922476
4017,51,1.321261
51,4017,1.321261
1446,51,5.223232
4667,3008,2.583247
3008,3683,2.569343
3683,4667,2.123293
4667,51,2.563744
51,3255,2.807608
3255,4667,1.873343
4667,3683,2.123293
3683,51,1.118347
51,4667,2.563744
1769,4667,3.212798
4667,3255,1.873343
3255,1769,3.168056
3008,4667,2.583247
4667,1769,3.212798
4442,3646,2.607344
3646,1769,2.195356
1769,4442,3.923152
4442,1769,3.923152
1769,3255,3.168056
4442,1524,2.451460
1524,3646,3.914072
3646,4442,2.607344
4442,3793,1.091836
3793,1524,1.775619
1524,4442,2.451460
1043,3793,3.421585
3793,4442,1.091836
4442,1043,3.697698
1043,4442,3.697698
3255,1043,4.474531
716,3255,4.716074
3255,51,2.807608
51,1446,5.223232
1446,716,2.600217
716,1043,1.490247
1043,3255,4.474531
