source,target,length
3081,4063,1.465096
4902,4913,6.081450
4913,2723,0.355501
2723,4902,5.793006
4913,4902,6.081450
4902,1569,4.993915
1494,1522,2.490077
1522,910,2.056058
910,1494,0.889102
1522,1494,2.490077
3427,1494,3.727825
1494,910,0.889102
910,3427,3.911109
2754,2668,3.852464
2668,4140,4.856446
1494,3427,3.727825
2754,4910,2.335528
4910,2668,2.318589
2668,2754,3.852464
1507,4910,4.538758
4910,2754,2.335528
2754,1507,3.261703
1507,1343,4.208487
1343,4910,2.966871
4910,1507,4.538758
1507,2754,3.261703
3427,1507,4.516144
2032,2620,4.492303
3472,2032,1.955734
1481,1343,4.289665
1343,1761,0.950132
1761,2217,1.058360
2217,1761,1.058360
1761,1343,0.950132
1343,2217,1.750317
2217,1343,1.750317
1343,1507,4.208487
1507,2217,3.924811
3502,2032,3.503607
2032,3472,1.955734
3472,3502,2.305153
2032,3502,3.503607
3502,3472,2.305153
3472,2645,6.631434
2645,3472,6.631434
2217,1507,3.924811
1507,3427,4.516144
3965,910,3.889946
910,1522,2.056058
1522,3965,4.552603
3965,2645,4.678366
3427,910,3.911109
910,3965,3.889946
890,4475,0.886345
4475,2645,2.076176
2645,890,1.260494
890,3965,4.228882
4475,890,0.886345
890,2645,1.260494
2645,3965,4.678366
3965,890,4.228882
2506,3971,1.342666
3971,1303,1.648523
1303,2506,2.184186
2505,3971,2.222107
3971,2506,1.342666
2506,2505,1.236381
290,2886,0.800056
1285,2505,4.853134
2505,2082,2.664435
4787,2505,3.510645
2505,1285,4.853134
1285,4787,2.370226
4787,3971,1.573553
3971,2505,2.222107
2505,4787,3.510645
4787,1303,2.522288
1303,3971,1.648523
3971,4787,1.573553
3410,4475,3.748508
1303,3410,2.450984
3410,4787,3.107383
4787,1285,2.370226
3502,3410,4.562516
2645,4475,2.076176
4475,3410,3.748508
3410,3502,4.562516
3410,1303,2.450984
1303,4787,2.522288
4787,3410,3.107383
2272,1493,0.781778
2719,2272,4.546075
2272,4066,1.055822
4066,1493,0.320264
1493,2272,0.781778
2272,2719,4.546075
2719,540,3.336570
444,3759,5.524182
3759,144,1.578391
144,444,5.519974
3759,444,5.524182
2769,4251,2.420644
4251,444,3.148974
444,2924,5.252680
444,144,5.519974
1493,3142,2.186064
3142,2924,3.731207
2924,444,5.252680
3142,1493,2.186064
1493,4066,0.320264
4066,3142,1.985498
2203,594,3.068436
594,3294,1.212742
2924,2203,6.115869
2695,4105,2.022923
2924,3142,3.731207
3142,4066,1.985498
4066,2272,1.055822
4105,2695,2.022923
4859,2203,2.220137
2203,2924,6.115869
131,594,4.499076
594,2203,3.068436
2203,131,3.290481
131,2203,3.290481
2203,4859,2.220137
4859,131,4.044993
142,2416,1.485965
2416,1849,2.326816
1849,142,3.282659
142,1849,3.282659
4506,2416,1.965403
2416,142,1.485965
142,4506,1.565883
1310,3743,0.565749
3743,4506,2.274334
4506,1310,2.463042
1310,4506,2.463042
4506,142,1.565883
142,1310,2.652354
131,4859,4.044993
915,4191,1.711118
4191,1310,5.023250
1310,142,2.652354
1563,1815,2.164709
1815,3813,1.744339
3813,1563,2.799281
1462,1815,3.673564
1815,1563,2.164709
1563,1462,2.450063
1462,606,3.250473
606,1815,3.197745
1815,1462,3.673564
1009,4719,1.391679
4719,1563,2.682814
1563,3813,2.799281
3813,4719,4.875394
816,4719,0.312811
4719,1009,1.391679
1009,816,1.502180
816,1563,2.636015
1563,4719,2.682814
4719,816,0.312811
816,1462,3.402279
1462,1563,2.450063
1563,816,2.636015
816,1230,3.324465
1230,1462,1.705413
1462,816,3.402279
3287,1009,3.512479
3027,2505,4.609280
2505,2506,1.236381
2506,3027,5.420800
3027,2082,3.037088
2082,2505,2.664435
2505,3027,4.609280
3569,2082,3.947376
2082,3027,3.037088
3027,3569,1.098038
2082,3569,3.947376
3569,3287,2.267731
3287,3569,2.267731
3569,3027,1.098038
3439,3287,4.087070
1576,3439,3.357671
3439,1009,1.165771
1009,3287,3.512479
3287,3439,4.087070
3439,816,1.614574
816,1009,1.502180
1009,3439,1.165771
3439,1230,3.496136
1230,816,3.324465
816,3439,1.614574
366,3439,3.587146
3439,1576,3.357671
1576,366,3.322311
366,1230,1.986746
1230,3439,3.496136
3439,366,3.587146
96,1576,3.286463
3027,2506,5.420800
96,366,5.140743
366,1576,3.322311
1576,96,3.286463
2506,1303,2.184186
3965,1522,4.552603
3442,96,2.555348
4475,3442,5.371215
3442,4475,5.371215
366,96,5.140743
96,3442,2.555348
1230,366,1.986746
366,57,4.743176
57,366,4.743176
1462,1230,1.705413
57,606,4.317405
606,1462,3.250473
21,2393,4.000938
2393,21,4.000938
4527,21,3.227559
21,3039,2.533093
3039,4527,0.867081
21,4527,3.227559
606,57,4.317405
1442,3813,3.385901
3813,1815,1.744339
1815,1442,2.698660
1442,1815,2.698660
1815,606,3.197745
606,1442,3.661815
2113,3813,4.466535
3813,1442,3.385901
1442,2113,1.858653
3212,1442,4.321970
1442,606,3.661815
606,3212,5.772105
3212,606,5.772105
2113,1442,1.858653
1442,3212,4.321970
4076,2113,4.293552
985,2113,4.508202
2113,4076,4.293552
4076,985,2.526947
299,985,2.014167
985,4076,2.526947
4076,299,1.265482
748,299,2.663485
299,4076,1.265482
4076,748,2.696917
748,4076,2.696917
3670,3212,4.908327
4527,3670,5.734457
3670,2660,2.215596
2660,748,2.763126
3212,3670,4.908327
4481,3039,1.414441
3039,21,2.533093
21,4481,2.501661
3670,4527,5.734457
4527,4481,2.207553
4481,4527,2.207553
4527,3039,0.867081
3039,4481,1.414441
4481,21,2.501661
1569,2362,1.807120
2362,1569,1.807120
1569,4902,4.993915
4902,2362,6.069475
4153,3670,4.774070
4153,2660,3.590030
2660,3670,2.215596
3670,4153,4.774070
2362,4902,6.069475
2143,2923,0.377258
2923,4153,2.441323
4153,2143,2.297478
2143,4153,2.297478
4902,2723,5.793006
2723,2448,2.360471
2448,2723,2.360471
2723,4913,0.355501
4913,2448,2.559065
749,2923,5.278432
2923,2143,0.377258
2143,749,5.304871
2448,749,3.364413
749,2143,5.304871
749,2448,3.364413
2260,749,3.688949
1155,2260,1.610190
2260,2923,5.394899
2923,749,5.278432
749,2260,3.688949
2260,1155,1.610190
4785,2260,5.933683
4785,2923,2.487142
2923,2260,5.394899
2260,4785,5.933683
4785,2660,5.251735
2660,4153,3.590030
4153,4785,2.978195
748,2660,2.763126
2660,4785,5.251735
4785,4153,2.978195
4153,2923,2.441323
2923,4785,2.487142
985,299,2.014167
620,352,1.918516
352,1692,2.860705
1692,620,1.687072
1488,620,3.878753
620,1692,1.687072
1692,1488,4.294251
299,748,2.663485
3881,1488,3.173492
1488,1692,4.294251
1055,3881,3.942144
3881,1055,3.942144
1055,776,2.775433
776,3881,1.896342
408,3881,3.564585
3881,776,1.896342
776,408,3.108983
408,1488,3.398324
1488,3881,3.173492
3881,408,3.564585
2904,4129,0.771074
4129,408,1.022191
408,2904,0.856018
2904,408,0.856018
408,776,3.108983
776,2904,3.194987
4150,776,5.185513
776,1055,2.775433
1219,776,3.725426
776,4150,5.185513
4150,1219,2.654477
1219,2904,0.727811
2904,776,3.194987
776,1219,3.725426
1219,4129,0.895882
4129,2904,0.771074
2904,1219,0.727811
1691,1219,1.479158
1219,4150,2.654477
4150,1691,2.095588
1691,4129,1.926061
4129,1219,0.895882
1219,1691,1.479158
978,4129,3.790653
4129,1691,1.926061
1691,978,4.444590
205,4129,3.838041
4129,978,3.790653
978,205,1.079421
408,4129,1.022191
4129,205,3.838041
205,620,5.099723
620,1488,3.878753
1488,408,3.398324
4747,1924,1.073476
1924,3613,1.992296
3613,4747,1.484252
4747,978,2.256651
978,1924,2.480978
1924,4747,1.073476
4747,205,2.973263
205,978,1.079421
978,4747,2.256651
1486,3613,4.463200
3786,1486,4.033261
4610,3613,4.618377
3613,1486,4.463200
1486,4610,3.644614
4610,4747,4.532324
4747,3613,1.484252
3613,4610,4.618377
4610,205,4.394720
205,4747,2.973263
4747,4610,4.532324
620,205,5.099723
205,4610,4.394720
4610,352,3.724891
352,620,1.918516
4848,4610,2.156504
4610,1486,3.644614
4848,352,2.472156
352,4610,3.724891
4610,4848,2.156504
2907,4848,3.791427
1486,2907,4.430717
2173,4848,5.031202
4848,2907,3.791427
2907,2173,2.933559
1692,352,2.860705
352,3811,4.529365
3811,4848,5.022544
4848,2173,5.031202
2173,3811,3.519950
3811,352,4.529365
352,4848,2.472156
4848,3811,5.022544
3811,2173,3.519950
2173,3626,2.805899
3626,3811,3.980092
3811,856,3.647054
54,985,3.169927
2113,985,4.508202
985,54,3.169927
856,4323,1.740688
54,3611,1.626553
3813,2113,4.466535
3611,54,1.626553
4276,3611,1.412879
3611,4276,1.412879
1310,4191,5.023250
4276,344,1.933421
4191,915,1.711118
4719,3813,4.875394
3343,1310,3.260888
344,3343,2.225728
3343,3743,2.848021
3743,1310,0.565749
1310,3343,3.260888
3343,344,2.225728
344,4276,1.933421
4276,3343,3.445174
971,3743,3.276531
3743,3343,2.848021
3343,971,1.698837
971,4506,4.078452
4506,3743,2.274334
3743,971,3.276531
971,3343,1.698837
3343,4276,3.445174
4323,971,2.079017
580,3172,2.168484
3172,4506,3.246586
4506,580,3.932166
580,4506,3.932166
4506,971,4.078452
971,580,2.151265
580,971,2.151265
971,4323,2.079017
4323,580,1.292932
580,4323,1.292932
4323,856,1.740688
856,580,2.715828
589,580,3.419001
580,856,2.715828
589,3172,1.757185
3172,580,2.168484
580,589,3.419001
3649,589,1.942158
856,3811,3.647054
3811,3626,3.980092
3626,3649,1.590669
654,4506,2.986324
4506,3172,3.246586
3172,654,2.328193
654,2416,2.577245
2416,4506,1.965403
4506,654,2.986324
654,3172,2.328193
3172,589,1.757185
589,654,2.819801
654,1849,4.023736
1849,2416,2.326816
2416,654,2.577245
3489,654,2.587831
654,589,2.819801
589,3489,4.146057
3489,589,4.146057
589,3649,1.942158
3649,3489,5.358932
3489,1849,4.139297
1849,654,4.023736
654,3489,2.587831
4997,1348,4.089491
1348,3489,3.736888
3489,3649,5.358932
3626,2173,2.805899
3649,3626,1.590669
4774,1348,4.784384
1348,4997,4.089491
4997,4774,2.628289
1348,4774,4.784384
4774,2520,3.526325
3417,1348,2.444200
2520,3417,2.989731
2763,3719,3.049674
3719,4736,4.483793
4736,3719,4.483793
3719,4421,2.919442
4421,4736,4.755565
4736,4421,4.755565
4421,2520,2.225455
2520,4774,3.526325
844,2763,4.306100
4736,844,3.384068
263,844,0.638208
844,4736,3.384068
4736,263,3.548545
682,263,3.361324
263,4736,3.548545
4736,682,3.292957
47,263,3.657239
263,682,3.361324
682,47,1.888256
2869,47,0.766342
47,682,1.888256
682,2869,1.884089
348,4774,3.974690
4774,4997,2.628289
4997,348,5.143795
682,4736,3.292957
4774,348,3.974690
4732,348,2.537571
348,4997,5.143795
4997,4732,5.453916
4732,4997,5.453916
2173,2907,2.933559
1486,3786,4.033261
2464,4732,3.150062
2907,1486,4.430717
3908,2464,2.050632
3908,4732,4.085411
4732,2464,3.150062
2464,3908,2.050632
3908,348,4.975107
348,4732,2.537571
4732,3908,4.085411
333,3908,3.560001
3786,4120,3.188734
3700,333,3.117795
2812,333,2.940581
333,3700,3.117795
3700,2812,2.397542
2613,2812,3.274147
2812,3700,2.397542
886,2401,4.486365
2401,3064,1.317930
3064,886,4.419204
886,2613,3.055771
2613,2401,3.905036
2401,886,4.486365
2913,2613,4.019449
2613,886,3.055771
886,2913,2.632646
2913,2812,2.768598
2812,2613,3.274147
2613,2913,4.019449
1317,3457,0.713789
3457,2913,1.365801
2913,1317,0.819068
1317,2913,0.819068
2913,886,2.632646
886,1317,2.895215
1317,886,2.895215
886,4886,4.507460
4886,1317,3.366402
333,2812,2.940581
2812,1870,4.296443
348,3908,4.975107
1870,2913,2.443428
2913,3457,1.365801
3457,1870,1.253759
1870,2812,4.296443
2812,2913,2.768598
2913,1870,2.443428
1870,682,5.921086
1870,2869,4.451626
2869,682,1.884089
682,1870,5.921086
3908,333,3.560001
602,2869,3.795613
2869,1870,4.451626
1870,602,1.616589
602,1870,1.616589
1870,3457,1.253759
3457,602,1.688481
602,1317,2.204955
1317,4886,3.366402
4886,602,2.277499
602,3457,1.688481
3457,1317,0.713789
1317,602,2.204955
1000,602,2.752696
602,4886,2.277499
4886,1000,0.884915
1000,2869,4.414745
2869,602,3.795613
602,1000,2.752696
263,47,3.657239
47,1000,4.457924
1000,47,4.457924
47,2869,0.766342
2869,1000,4.414745
775,1224,4.357452
886,3064,4.419204
3064,1792,4.435935
1792,1000,4.931199
1000,4886,0.884915
4886,1792,4.466999
1792,4886,4.466999
4886,886,4.507460
1000,1792,4.931199
1792,4846,1.987768
4846,775,1.904903
4697,775,2.478637
775,4846,1.904903
4846,4697,1.417342
4697,4846,1.417342
4846,1792,1.987768
1792,4697,2.589314
814,4697,3.990910
4697,1792,2.589314
1792,814,4.607649
814,1792,4.607649
1792,3064,4.435935
3064,814,2.603789
4371,4697,4.036596
4697,814,3.990910
814,4371,1.174523
2261,4697,4.042816
4697,4371,4.036596
4371,2261,0.249195
495,4697,4.093075
4697,2261,4.042816
2261,495,3.762792
495,775,5.105310
775,4697,2.478637
4697,495,4.093075
775,495,5.105310
495,1192,3.920547
1192,1224,4.203109
1224,775,4.357452
2925,4079,1.129547
4079,3118,0.219531
3118,2925,1.003863
3391,3118,3.096123
3118,4079,0.219531
4079,3391,2.969053
3118,3391,3.096123
3391,4490,2.300737
3078,1224,1.437942
1224,1192,4.203109
1192,3078,3.513026
1802,3078,1.741275
3078,1192,3.513026
1192,1802,3.789220
1802,1192,3.789220
4490,1802,1.185340
1678,3078,3.745641
3078,1802,1.741275
1802,1678,4.022440
1678,1224,3.767664
1224,3078,1.437942
3078,1678,3.745641
1678,1802,4.022440
1802,4490,1.185340
4490,1678,4.614925
2797,1678,3.402959
1678,4490,4.614925
844,263,0.638208
1224,1678,3.767664
1678,2797,3.402959
2763,844,4.306100
4805,2150,3.820054
909,4805,4.299250
386,4805,1.287584
4805,909,4.299250
909,386,3.818169
386,909,3.818169
2797,386,4.907770
386,2797,4.907770
2797,3534,2.333817
4304,2150,1.930358
2150,4805,3.820054
4805,4304,4.833778
4304,386,5.827833
4304,4805,4.833778
4805,386,1.287584
386,4304,5.827833
4444,2150,2.222079
2150,4304,1.930358
4304,4444,1.441868
4444,4304,1.441868
920,500,4.043101
4838,920,3.428884
920,2439,3.963686
2439,500,0.240537
500,920,4.043101
4329,2637,5.206273
920,4444,6.299551
2637,2439,1.373438
2439,920,3.963686
4444,920,6.299551
920,1140,2.654554
1140,920,2.654554
920,4838,3.428884
4838,1140,3.625911
2965,1140,2.639038
1140,2965,2.639038
2150,4444,2.222079
3252,2965,3.178272
1598,3252,5.758422
712,3252,0.688927
3252,2094,4.535155
2094,712,4.625371
712,2094,4.625371
712,2965,2.710679
2965,3252,3.178272
3252,712,0.688927
2965,712,2.710679
4526,3719,3.725037
3719,2763,3.049674
2763,4526,3.135100
3252,1598,5.758422
2094,3252,4.535155
4526,2763,3.135100
124,4526,5.536591
2336,124,3.448372
124,4908,3.878931
4908,2336,1.741465
2336,4526,3.676497
4526,124,5.536591
124,2336,3.448372
2336,3719,4.375273
3719,4526,3.725037
4526,2336,3.676497
3849,2336,2.833039
2336,4908,1.741465
4908,3849,2.813465
3849,3719,2.946377
3719,2336,4.375273
2336,3849,2.833039
3849,4421,2.561267
4421,3719,2.919442
3719,3849,2.946377
1313,3849,2.605061
3849,4908,2.813465
4908,1313,3.257646
1313,2520,3.783915
2520,4421,2.225455
4421,1313,3.599209
1313,3417,2.484680
3417,2520,2.989731
2520,1313,3.783915
1313,4421,3.599209
4421,3849,2.561267
3849,1313,2.605061
4694,1348,5.249295
1348,3417,2.444200
594,131,4.499076
4694,3489,5.161553
3489,1348,3.736888
1348,4694,5.249295
1849,3489,4.139297
3489,4694,5.161553
4908,124,3.878931
3417,4328,6.077331
4328,3417,6.077331
3417,1313,2.484680
1313,4328,5.089936
4328,1313,5.089936
1313,4908,3.257646
4328,1803,5.295515
3294,594,1.212742
2238,1803,3.175380
1803,4328,5.295515
2516,124,3.257276
124,2516,3.257276
2516,2367,3.273497
2367,2238,2.526306
2215,2516,5.836287
1211,2238,4.033178
2238,2367,2.526306
2367,1211,2.091026
1211,2516,4.876354
2516,2215,5.836287
2215,1211,1.520142
1211,2367,2.091026
2367,2516,3.273497
2516,1211,4.876354
3549,3294,3.653441
3294,3549,3.653441
3549,2769,1.598117
2769,3549,1.598117
2073,2598,5.025398
2598,2768,3.647487
2768,4834,1.949618
4834,444,3.173751
444,4251,3.148974
4251,4834,2.190507
4834,2768,1.949618
444,4834,3.173751
4834,2769,4.226659
4834,4251,2.190507
4251,2769,2.420644
2769,4834,4.226659
658,2073,3.142886
1803,2238,3.175380
1211,2215,1.520142
2238,1211,4.033178
2073,658,3.142886
658,2056,3.019084
2598,2073,5.025398
99,2056,2.695925
2056,658,3.019084
2215,99,4.286002
1998,2056,3.767127
2056,99,2.695925
99,1998,4.773992
1998,996,3.405265
996,2753,1.816122
2753,1998,4.477960
1998,4152,5.468065
1998,2753,4.477960
2753,4152,1.272683
4152,1998,5.468065
2056,1998,3.767127
1998,99,4.773992
4473,996,4.575944
996,1998,3.405265
4627,996,3.619860
996,4473,4.575944
4473,4627,1.557943
4627,1363,2.652643
996,4627,3.619860
1480,4627,1.205730
4627,4473,1.557943
4473,1480,1.921921
1480,1363,2.452311
1363,4627,2.652643
4627,1480,1.205730
1762,1480,3.720572
1480,4473,1.921921
4473,1762,3.666198
1140,4838,3.625911
2328,3846,0.858124
99,2215,4.286002
3213,1762,1.637322
1762,4305,5.778709
4679,3213,0.507634
4305,3846,0.674931
3846,2328,0.858124
2328,4305,1.459971
4305,2328,1.459971
3846,4305,0.674931
4305,1762,5.778709
1762,4473,3.666198
4286,4838,4.053760
500,4286,3.861161
4838,4286,4.053760
4286,388,3.376206
388,407,3.380109
3213,4679,0.507634
1762,3213,1.637322
1480,1762,3.720572
882,3075,5.550674
882,828,1.535258
828,3075,4.321366
3075,882,5.550674
1363,1480,2.452311
2289,828,1.078593
828,882,1.535258
882,2289,0.543132
3717,2289,2.244995
2289,882,0.543132
882,3717,2.541488
3717,882,2.541488
407,3717,3.704574
3717,828,2.692305
828,2289,1.078593
2289,3717,2.244995
828,3717,2.692305
1346,3717,1.452491
3717,407,3.704574
407,1346,2.462096
3717,1346,1.452491
3604,2543,5.115678
2828,2543,3.583104
2543,3604,5.115678
1346,407,2.462096
3239,2828,2.833203
3604,3239,3.639824
1615,4802,4.521666
4802,2828,3.593982
2828,1615,3.409098
1615,2828,3.409098
2828,3239,2.833203
3239,1615,3.140825
1615,2085,4.968362
2085,4802,1.047719
4802,1615,4.521666
4487,2085,5.274326
2085,1615,4.968362
1615,4487,0.865818
4628,2085,3.832725
2085,4487,5.274326
1015,4487,1.967614
4487,1615,0.865818
1615,1015,2.149603
1015,1615,2.149603
1615,3239,3.140825
3239,1015,3.264384
3993,4487,2.930424
4487,1015,1.967614
1015,3993,3.229072
3032,2052,1.499583
2052,1015,3.460023
1015,3032,3.749936
3032,1015,3.749936
1015,3239,3.264384
3239,3032,4.902473
3032,3239,4.902473
3239,3604,3.639824
2279,2052,2.866489
2052,2132,2.362001
2132,2279,0.982328
2279,1015,4.329317
1015,2052,3.460023
2052,2279,2.866489
2279,3993,3.476953
3993,1015,3.229072
1015,2279,4.329317
2912,2279,1.537814
2279,2132,0.982328
2132,2912,1.398115
2052,3032,1.499583
3032,442,5.386898
442,2249,1.314081
2132,2052,2.362001
2912,2132,1.398115
2249,442,1.314081
442,4483,0.412551
4483,2249,1.129097
1393,4483,1.317134
4483,442,0.412551
442,1393,1.720544
1393,2249,1.677583
2249,4483,1.129097
4483,1393,1.317134
407,388,3.380109
388,4286,3.376206
4286,500,3.861161
500,2786,4.533407
1393,442,1.720544
442,3032,5.386898
4246,2786,3.139156
2786,500,4.533407
2786,4246,3.139156
4246,2736,2.755733
2736,1393,2.322640
1660,2736,3.339728
2736,4246,2.755733
4246,1660,3.702166
4356,1660,3.716291
1660,4246,3.702166
4246,4356,1.617489
4356,500,3.461852
500,2439,0.240537
2439,4356,3.355700
4356,2439,3.355700
2439,2637,1.373438
2637,4356,2.538877
4356,4246,1.617489
500,4356,3.461852
1660,4356,3.716291
4356,61,2.755881
61,4356,2.755881
4356,2637,2.538877
2637,61,2.670673
61,2637,2.670673
2637,4329,5.206273
4329,61,3.254482
681,61,2.195767
61,4329,3.254482
4329,681,2.476137
61,681,2.195767
681,2687,3.601788
2687,4780,2.320782
4780,1660,3.323432
4176,1660,3.614005
1660,4780,3.323432
4780,4176,2.117571
701,3561,0.612014
3093,1660,2.700850
1660,4176,3.614005
4176,3093,2.681086
3093,2736,4.095148
2736,1660,3.339728
1660,3093,2.700850
3093,1393,4.541677
1393,2736,2.322640
2736,3093,4.095148
3561,4761,2.399867
3093,4176,2.681086
34,1393,3.990611
1393,3093,4.541677
3093,34,3.378393
34,2249,3.317965
2249,1393,1.677583
1393,34,3.990611
34,4761,3.776013
2249,34,3.317965
34,3093,3.378393
4761,34,3.776013
1552,3561,2.496612
3561,701,0.612014
701,1552,2.775430
1552,4761,2.228706
4761,3561,2.399867
3561,1552,2.496612
4293,1552,2.808325
1552,701,2.775430
701,4293,3.020162
1664,1552,2.923966
1552,4293,2.808325
4293,1664,0.506289
1664,1963,4.069838
1963,1552,3.062160
1552,1664,2.923966
1664,777,0.991744
777,1963,4.277698
1963,1664,4.069838
1664,4293,0.506289
4293,777,1.433078
777,1664,0.991744
4537,777,4.104209
777,4293,1.433078
4293,4537,4.017615
4537,4293,4.017615
4293,701,3.020162
2563,777,2.913214
777,4537,4.104209
4537,2563,2.737757
1984,2563,1.542343
2563,4537,2.737757
4537,1984,2.983180
1087,2563,1.603708
2563,1984,1.542343
1984,1087,0.960412
610,2563,1.331423
2563,1087,1.603708
1087,610,1.160472
1963,777,4.277698
777,413,2.621668
413,2563,1.935154
2563,610,1.331423
610,413,1.276387
413,777,2.621668
777,2563,2.913214
2563,413,1.935154
3847,413,3.320129
413,610,1.276387
610,3847,3.373149
3847,2897,0.957873
2897,1567,1.082341
1567,3847,1.435650
3847,1567,1.435650
1567,760,1.980906
760,3847,2.535404
3847,610,3.373149
610,1087,1.160472
1087,3847,3.887112
3847,760,2.535404
413,3847,3.320129
1567,2897,1.082341
391,1456,3.126623
760,1567,1.980906
4909,760,5.533090
760,633,5.277850
633,4909,0.553468
760,4909,5.533090
3934,633,3.443873
633,760,5.277850
2213,4645,1.601297
4645,1963,4.140793
2875,1552,5.726491
1552,1963,3.062160
1963,2875,3.544209
4761,1552,2.228706
1552,2875,5.726491
2875,1963,3.544209
1963,4645,4.140793
4645,2875,1.170111
1392,2875,3.970968
2875,4645,1.170111
4645,1392,3.700497
1392,4645,3.700497
4645,2213,1.601297
2213,1392,2.804338
2875,1392,3.970968
2927,2912,2.438090
1392,2927,2.993793
2927,2279,1.814723
2279,2912,1.537814
2912,2927,2.438090
2927,3993,2.813525
3993,2279,3.476953
2279,2927,1.814723
991,1392,2.223502
1392,2213,2.804338
2213,991,3.510174
2927,1392,2.993793
1392,991,2.223502
2837,991,1.906757
991,2213,3.510174
2213,2837,3.480695
2837,2213,3.480695
3040,2927,3.121951
3040,3993,1.078962
3993,2927,2.813525
2927,3040,3.121951
3040,4487,3.527372
4487,3993,2.930424
3993,3040,1.078962
723,3040,1.188927
991,723,4.698829
4487,3040,3.527372
3040,723,1.188927
723,4628,3.281393
3548,723,2.102830
723,991,4.698829
991,3548,3.860754
3548,4628,4.054422
4628,723,3.281393
723,3548,2.102830
4628,3548,4.054422
4423,487,4.155504
531,3153,2.366615
3153,4423,1.340404
4423,531,2.839263
531,4423,2.839263
3270,531,3.374047
3548,991,3.860754
991,2837,1.906757
2837,3270,3.214198
1457,3270,3.063932
3270,2837,3.214198
4909,633,0.553468
1457,531,4.440464
531,3270,3.374047
3270,1457,3.063932
633,3934,3.443873
2182,1457,3.247467
2138,1431,3.944508
1431,3153,3.403279
3153,2138,2.842440
2138,1452,2.796258
1452,1431,2.096603
1431,2138,3.944508
2138,1457,5.366989
1457,2182,3.247467
2182,2138,5.563900
2138,531,3.006653
531,1457,4.440464
1457,2138,5.366989
2138,3153,2.842440
3153,531,2.366615
531,2138,3.006653
1215,1452,1.808000
1452,2138,2.796258
2138,1215,2.129136
596,1452,1.733875
1452,1215,1.808000
1215,596,0.173365
596,945,4.148387
945,1452,3.081679
1452,596,1.733875
4290,596,2.063188
596,1215,0.173365
1215,4290,2.027632
4290,1215,2.027632
1215,2138,2.129136
2138,4290,3.368728
4290,945,5.690495
945,596,4.148387
596,4290,2.063188
945,4290,5.690495
1472,4290,1.871620
4290,2138,3.368728
2138,1472,4.400538
1472,2138,4.400538
2138,2182,5.563900
2182,1472,3.224604
4290,1472,1.871620
2051,2182,4.116492
2051,1472,6.101850
1472,2182,3.224604
2182,2051,4.116492
2680,2051,0.993191
1472,2051,6.101850
2693,1823,5.087037
2051,2680,0.993191
1757,506,3.127700
506,2267,2.134051
2267,1757,1.836877
1757,1500,3.902922
1500,506,1.947605
506,1757,3.127700
1757,2267,1.836877
1823,1757,3.509970
1500,1757,3.902922
1757,1823,3.509970
1823,2693,5.087037
3137,545,3.397512
545,1501,1.679372
1501,3137,3.596439
3137,1501,3.596439
2501,3137,0.895897
2267,2501,4.219356
1361,3137,2.608347
3137,2501,0.895897
2501,1361,2.162239
3691,1361,2.477387
1361,2501,2.162239
2501,3691,4.018457
3691,2501,4.018457
2501,2267,4.219356
2267,3691,3.746765
3691,2267,3.746765
2267,506,2.134051
506,3691,3.114553
168,3137,3.011125
3137,1361,2.608347
1361,168,1.197602
168,545,4.221122
545,3137,3.397512
3137,168,3.011125
168,3924,4.154169
3924,545,0.652032
545,168,4.221122
168,1361,1.197602
1361,3691,2.477387
3691,168,3.295763
3547,3924,2.895800
3924,168,4.154169
168,3547,3.557365
3547,2626,3.621014
2626,3924,2.442178
3924,3547,2.895800
3547,3120,3.082451
3120,2626,2.697190
2626,3547,3.621014
4869,3120,0.391556
3120,3547,3.082451
3547,4869,2.927555
4659,4869,1.205751
4869,3547,2.927555
3547,4659,2.810087
3762,3120,2.818816
3120,4869,0.391556
4869,3762,2.563338
3762,1967,4.039388
1967,3120,3.596718
3120,3762,2.818816
3762,4869,2.563338
4869,4659,1.205751
4659,3762,2.017383
3762,955,3.767502
955,1967,3.978558
1967,3762,4.039388
2483,1880,4.912929
1880,37,1.184552
2483,4659,5.297688
4659,3547,2.810087
3547,2483,4.921438
1880,2483,4.912929
2483,3547,4.921438
3547,168,3.557365
3762,4659,2.017383
4659,2483,5.297688
4005,506,3.584771
506,1500,1.947605
168,4005,4.479336
4005,168,4.479336
168,3691,3.295763
3691,4005,1.724735
3718,4005,1.160441
4005,3691,1.724735
3691,3718,0.684540
3718,506,2.875725
506,4005,3.584771
4005,3718,1.160441
3718,3691,0.684540
3691,506,3.114553
506,3718,2.875725
4073,4005,2.210987
4005,4073,2.210987
4073,1944,2.548460
4162,1944,2.882618
1944,4073,2.548460
4073,4162,3.998250
1252,37,4.865938
37,1880,1.184552
4929,3119,2.399214
3119,3219,2.200131
3219,4929,3.397267
4896,4167,2.361645
4167,2673,1.311863
2673,4896,2.041552
3841,4929,4.346691
4929,3219,3.397267
3841,4896,2.275286
4896,2673,2.041552
2673,3841,3.645764
3841,2673,3.645764
2673,4929,1.498665
4929,3841,4.346691
3638,1252,5.695302
1944,4162,2.882618
4162,4763,2.825511
3631,3841,0.637034
3219,3638,2.994825
2221,3631,1.768998
2221,3841,1.339848
3841,3631,0.637034
3631,2221,1.768998
2221,4896,1.660214
4896,3841,2.275286
